timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore,symbol,timeframe
2020-04-10 04:00:00,2.989e-05,0.00015397,2.989e-05,0.00011248,14446628.0,1586505599999,1624.02668223,51874,6818182.0,768.08412333,0,SOLBTC,4h
2020-04-10 08:00:00,0.00011247,0.0001376,0.0001069,0.000135,7334191.0,1586519999999,902.28298193,33229,3795878.0,467.15469252,0,SOLBTC,4h
2020-04-10 12:00:00,0.00013499,0.00019455,0.0001338,0.00018181,28097954.0,1586534399999,4601.77632756,107812,13848188.0,2269.09315098,0,SOLBTC,4h
2020-04-10 16:00:00,0.00018126,0.00018199,0.00014522,0.00016278,12933705.0,1586548799999,2072.96245378,50525,6040495.0,969.09242504,0,SOLBTC,4h
2020-04-10 20:00:00,0.0001626,0.00016635,0.00013125,0.00013792,6347218.0,1586563199999,955.79448445,23274,2848430.0,430.05565191,0,SOLBTC,4h
2020-04-11 00:00:00,0.00013793,0.00015333,0.00012198,0.000149,5971909.0,1586577599999,816.39905955,21296,2895075.0,396.75378564,0,SOLBTC,4h
2020-04-11 04:00:00,0.000149,0.0001528,0.00012368,0.00014638,7292141.0,1586591999999,1006.30618282,24282,3891504.0,539.88551312,0,SOLBTC,4h
2020-04-11 08:00:00,0.00014637,0.00014753,0.00012847,0.00013647,4524990.0,1586606399999,625.71145326,22399,2047003.0,283.85295719,0,SOLBTC,4h
2020-04-11 12:00:00,0.00013604,0.00013998,0.00012789,0.0001315,3886800.0,1586620799999,518.92191272,16281,1932099.0,258.63514622,0,SOLBTC,4h
2020-04-11 16:00:00,0.0001311,0.000135,0.00011705,0.00011762,3210833.0,1586635199999,404.79291037,12748,1132668.0,142.79764007,0,SOLBTC,4h
2020-04-11 20:00:00,0.00011763,0.00012198,0.00011151,0.00011455,4335256.0,1586649599999,503.92847957,16589,1940990.0,225.85864839,0,SOLBTC,4h
2020-04-12 00:00:00,0.00011467,0.00012442,0.00011042,0.000124,3657539.0,1586663999999,426.14859884,14135,2242275.0,262.83700089,0,SOLBTC,4h
2020-04-12 04:00:00,0.000124,0.0001312,0.000121,0.00012549,3437797.0,1586678399999,431.82550931,13911,1729576.0,217.60561039,0,SOLBTC,4h
2020-04-12 08:00:00,0.00012548,0.00012579,0.000114,0.00011648,2560090.0,1586692799999,302.37208157,11151,1095674.0,129.21506787,0,SOLBTC,4h
